,note,nrate,ingre,time,rooturl,pattern,recipeurl,budget,level,likes,nutriscore,ecoscore
Blinis de St Jacques sur lit de poireaux,4.7,19,"poireau,noix de St Jacques,Blini,crème fraîche,parmesan,thym,ail frais et coupé,huile d'olive.Faites revenir les poireaux dans une casserole avec un fond d'huile d'olive.Faites saisir rapidement les...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1056&page=89,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_blinis-de-st-jacques-sur-lit-de-poireaux_14466.aspx,Coût moyen,facile,5800,c,c
"Gâteau de farine de chataigne, noisettes et chocolat",4.8,18,"farine de châtaigne,farine blanche,sel,levure chimique,sucre,oeuf entiers,huile,lait,noisettes,noix,chocolat pour le nappage,beurre (ou huile pour graisser le moule).Mélanger dans une terrine les deux...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1056&page=89,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gateau-de-farine-de-chataigne-noisettes-et-chocolat_17184.aspx,Coût moyen,très facile,1500,d,c
Galettes de pommes de terre aux navets,3.7,14,"pomme de terre,navet,beurre,oignon,persil haché,muscade,poivre,sel.Râper les légumes et les assaisonner. Ajouter les oignons hachés et le persil.Faire revenir les légumes en forme de galettes avec...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1056&page=89,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_galettes-de-pommes-de-terre-aux-navets_20785.aspx,Coût moyen,facile,2400,c,a
Tarte aux noix du Périgord par Laurent Mariotte,4.8,4,"pâte sucrée,noix du Périgord,sucre blond,eau,crème fleurette,beurre demi-sel,miel de Dordogne,oeuf.Préchauffez le four à 170°C.Beurrez et farinez un moule à tarte à...",65,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1056&page=89,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_tarte-aux-noix-du-perigord-par-laurent-mariotte_528070.aspx,bon marché,facile,0,,
Escalopes de dinde à la crème de whisky,3.6,5,"escalope de dinde,beurre,huile,farine,whisky,crème fraîche,poivre,sel,citron coupé en rondelles,persil.Dans une assiette, verser la farine avec du sel et du poivre et mélanger avec une...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1068&page=90,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_escalopes-de-dinde-a-la-creme-de-whisky_20825.aspx,Coût moyen,facile,1300,c,d
Bourguignon de joue de boeuf à l'orange,4.7,9,"joue de boeuf,oignon,vin rouge,orange pressée,bouquet garni,poivre du Séchouan.Faire revenir les oignons émincés dans de l'huile dans la cocotte-minute.Pendant ce temps, couper la joue de boeuf en...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1068&page=90,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_bourguignon-de-joue-de-boeuf-a-l-orange_66692.aspx,bon marché,très facile,563,a,d
Tourte de blettes Niçoise (tourta de bléa),4.8,11,"farine,beurre,sucre,oeuf,sel,eau,blette (500 g la botte),parmesan,pignons,raisins secs trempés dans du rhum,liqueur d'eau de vie,sucre,huile d'olive,oeuf,poivre,pomme reinettes.1) Préparation de la...",90,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1068&page=90,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_tourte-de-blettes-nicoise-tourta-de-blea_73420.aspx,Coût moyen,facile,383,c,b
Salade tiède de pommes de terre au cervelas,4.7,12,"cervelas,oeuf,pomme de terre,cornichon,persil,échalote,vin blanc sec,huile,vinaigre,moutarde,poivre,sel.Faites cuire les pommes de terre à l'eau bouillante salée pendant 30 minutes.Faites cuire les...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1068&page=90,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_salade-tiede-de-pommes-de-terre-au-cervelas_20114.aspx,Coût moyen,facile,3000,b,b
Quesadillas méditerranéennes,0,0,"tortilla,haché de Veau Tendriade,huile d'olive,oignon nouveau,épinards,feta,herbes fraîches (ici persil),ail,poivre.Émincer les épinards, les oignons et réduire...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1068&page=90,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_quesadillas-mediterraneennes_528628.aspx,Coût moyen,facile,0,,
Ragoût de pommes de terre à l'ancienne,4.7,6,"pomme de terre,oignon,lardons ou bacon,bouillon de poule ou légumes,farine,bouquet garni,feuille de laurier,carotte.Éplucher et émincer les oignons.Dans une cocotte, faire revenir les oignons avec les...",80,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1068&page=90,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_ragout-de-pommes-de-terre-a-l-ancienne_343810.aspx,bon marché,facile,640,b,c
Gratin de Butternut et pommes de terre au curry,0,0,"butternut ,oignon,crème de coco,lardons,miel ,sucre ,curry ,curcuma ,sel,poivre,gruyère râpé,fond de verre d'eau,pomme de terre.Epluchez le butternut et les pommes de terre. Les couper en morceaux et...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1068&page=90,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-butternut-et-pommes-de-terre-au-curry_391489.aspx,bon marché,facile,0,b,b
Rognons de veau à la crème de porto,4.8,12,"rognon de veau bien nettoyés,champignon,porto,crème,poivre,sel.Récupérer la graisse sur les rognons de veau, la couper en dés et la mettre à fondre dans une poêle.La tamiser et l’utiliser pour...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1068&page=90,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_rognons-de-veau-a-la-creme-de-porto_27311.aspx,Coût moyen,facile,704,b,d
Carpaccio de saint Jacques et sa bisque de coraux,0,0,"huile d'olive,aneth,sel,ciboulette,poivre,citron,noix de saint-jacques fraîches ou surgelées avec coraux,vinaigre balsamique,crème liquide,ail,baies roses,tomates pelées.Faire la marinade : presser...",105,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1068&page=90,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_carpaccio-de-saint-jacques-et-sa-bisque-de-coraux_529476.aspx,Coût moyen,très facile,0,d,d
Cari poulet,5,1,"poulet entier,oignon moyens,ail,tomate de petite taille,gingembre,thym,curcuma,sel,poivre,huile d'olive.Couper le poulet en morceaux.Faire chauffer de l'huile dans une...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1068&page=90,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_cari-poulet_392373.aspx,bon marché,facile,0,,
Saumon aux pommes de terre de ma marraine,5,2,"saumon,pomme de terre,crème liquide (suivant la quantité de pommes de terres),ail,beurre pour le plat.Préchauffez votre four à 180°C (thermostat 6).Enlever la peau et l'arrête du saumon.Couper les...",90,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1068&page=90,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_saumon-de-ma-marraine_217769.aspx,bon marché,facile,354,b,c
Tatin de magret de canard au foie gras,4.8,428,"pomme reinette du vigan ou pomme verte,Magret de canard fumé,pain de mie grillé,Foie gras (prêt à consommer),calvados ou alcool de pomme,beurre.Eplucher la pomme, la couper en tranches 'demi-lune',...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1068&page=90,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_tatin-de-magret-de-canard-au-foie-gras_17047.aspx,Coût moyen,facile,3700,c,d
Daube de boeuf à la graisse de canard,0,0,"boeuf pour la daube,vin rouge type Cahors,carotte,ail,oignon,échalote,lardons fumés,bouquet garni,armagnac,jambon cru,canard,poivre,sel.Commencez la recette la veille.Détaillez la viande en gros...",270,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1068&page=90,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_daube-de-boeuf-a-la-graisse-de-canard_22215.aspx,Coût moyen,Niveau moyen,135,b,d
cassolette de fruits de mer et poisson blanc,4.9,34,"fruit de mer,colin (ou cabillaud...),crème fraîche,concentré de tomates,oignon,ail,curry,piment fort,poivre,sel,beurre ,vin blanc sec,cognac.Dans une poêle, faire revenir les fruits de mer et le...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1068&page=90,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_cassolette-de-fruits-de-mer-et-poisson-blanc_43025.aspx,bon marché,très facile,3100,b,d
Moelleux au chocolat,0,0,"chocolat 50% de cacao,beurre,sucre glace,jaune d'oeuf,blanc d'oeuf légèrement fouetté,farine à gâteaux.Faire fondre le chocolat et le beurre au bain-marie. Verser ce...",26,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1068&page=90,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_moelleux-au-chocolat_529178.aspx,bon marché,facile,0,,
Gratin de pomme de terre d' Adeline,4.7,9,"pomme de terre,lardons,oignon,gruyère râpé,crème fraîche épaisse,oeuf,bouillon de veau ou de volaille,ail et persil,poivre,sel.Éplucher les pommes de terre et les mettre dans une cocotte. Ajouter...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1080&page=91,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-pomme-de-terre-d-adeline_83775.aspx,bon marché,très facile,1700,d,c
Tagliata de boeuf à l'huile de truffe,5,2,"boeuf épais,salade (roquette),huile d'olive,huile de truffe,pignons de pin,parmesan,vinaigre balsamique,fleur de sel,poivre,ail.Frotter les pavés de boeuf avec la gousse d'ail.Préparer la roquette :...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1080&page=91,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_tagliata-de-boeuf-a-la-truffe_219237.aspx,Coût moyen,facile,254,c,d
"Cocotte de foies de volaille, échalotes et moutarde",3.7,9,"foie de volailles,échalote,moutarde,crème fraîche,beurre,épices,poivre,sel.Faites chauffer un bon morceau de beurre dans une cocotte-minute.Faites-y dorer les foies avec les échalotes...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1080&page=91,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_cocotte-de-foies-de-volaille-echalotes-et-moutarde_28848.aspx,Coût moyen,très facile,3000,d,c
Comment réussir de jolis copeaux de chocolats?,3.8,5,"chocolat.Faites fondre 100 g de chocolat au bain-marie.Etalez-le en couche mince sur une plaque huilée et mettez au frais. Une fois durci, râclez-en la surface à l'aide d'une spatule trempée dans...",10,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1080&page=91,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_comment-reussir-de-jolis-copeaux-de-chocolats_17703.aspx,bon marché,très facile,453,e,a
Mini cakes à la banane et au Nutella®,4.9,9,"beurre mou,cassonade,farine,fécule de maïs,levure chimique,sel,banane bien mûres,oeuf,sucre glace,Nutella®.Préchauffez le four à 170°C (thermostat 5-6) et positionnez...",80,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1080&page=91,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_mini-cakes-a-la-banane-et-au-nutella_346558.aspx,bon marché,facile,2100,,
tarte confiture de framboise et noix de coco,4.4,27,"pâte brisée toute prête,confiture de framboise,oeuf,sucre en poudre,noix de coco rapée,beurre fondu.étaler la pâte dans le moule à tarte puis étaler la confiture et mélanger tous les...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1080&page=91,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_tarte-confiture-de-framboise-et-noix-de-coco_20064.aspx,bon marché,très facile,268,e,c
Filet Mignon de Porc en habit de lard,4.8,18,"filet mignon de proc,lard de poitrine fumé (style breakfast anglais),moutarde à l'ancienne,crème fraîche épaisse,romarin,vin blanc,poivre,sel.Poser les tranches de lard les unes à côté des autres...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1080&page=91,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-en-habit-de-lard_37707.aspx,Coût moyen,très facile,1400,d,d
Sirop de mûres d'après confiture de mûres,4.5,11,"mûre se trouvant dans le moulin,sucre.Après avoir fait la confiture de mûres sans pépins, conserver les restes de fruits qui sont dans le moulin, et les recouvrir d'eau, puis laisser 1 nuit au...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1080&page=91,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_sirop-de-mures-d-apres-confiture-de-mures_62505.aspx,bon marché,très facile,385,c,d
Paté de foie de volaille facile et rapide,4.8,22,"foie de volaille,beurre salé mou,vin blanc sec,porto,poivre,sel.Faire chauffer le vin blanc dans une casserole, à petits bouillons puis saler et poivrer.Ajouter les foies de volaille (ils doivent être...",12,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1080&page=91,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_pate-de-foie-de-volaille-facile-et-rapide_50660.aspx,bon marché,très facile,1200,d,b
Saint-Jacques croustillantes,0,0,"noix de saint-jacques,beurre,orange,thym,laurier,céleri,lait,spéculoos,noisettes,fourme d'ambert,huile,sel et poivre.Préchauffez le four à 180°C. Mixez les biscuits...",65,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1080&page=91,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_saint-jacques-croustillantes_529462.aspx,Coût moyen,facile,0,,
Mini Pudding avec des restes de pain de mie,4,3,"pain de mie complet,oeuf,sirop de fruit (reste d'une boîte de fruit aux sirop ou jus de fruit),lait,noix de coco rapée ou fruits secs (facultatif).Dans le bol d'un mixeur mettre le pain de mie, l'oeuf...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1080&page=91,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_mini-pudding-avec-des-restes-de-pain-de-mie_71974.aspx,bon marché,très facile,132,d,c
Verrine de figues sur lit de mascarpone-cannelle,4.9,8,"figue,mascarpone,lait,sucre vanillé,sucre,cannelle,spéculoos,muscat.Emietter les 12 speculoos et les répartir également dans 6-8 verrines.Dans un récipient, mélanger le mascarpone, le sachet de...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1080&page=91,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_verrine-de-figues-sur-lit-de-mascarpone-cannelle_82716.aspx,bon marché,facile,1500,d,c
Pot au feu estival de queue de boeuf,0,0,"queue de bœuf,aubergine,poivron vert,pomme de terre,oignon,clou de girofle.Faire bouillir 2L d'eau dans une cocotte avec l'oignon piqué de deux clous de girofle. A ébullition, ajouter le bœuf....",105,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1080&page=91,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_pot-au-feu-estival-de-queue-de-boeuf_91785.aspx,bon marché,facile,136,a,c
Gratin fondant de pomme de terre et courgette,3.8,9,"courgette,pomme de terre,emmental,bouillon (bœuf ou volaille),chapelure.Préchauffez le four à 180°C (thermostat 6).Épluchez vos pommes de terres, puis coupez-les en petits dés d'1cm de coté.Même...",90,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1080&page=91,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gratin-pomme-de-terres-courgettes-fondant_222822.aspx,bon marché,facile,739,c,c
Galettes des rois au praliné et poires,0,0,"Pâte Feuilletée TRÉSOR DE GRAND-MÈRE HERTA®,noisettes entières,sucre en poudre,beurre,oeuf,poire fermes,poudre d'amandes,jaune d'oeuf,Pâte Feuilletée TRÉSOR DE...",65,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1080&page=91,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_galettes-des-rois-au-praline-et-poires_383858.aspx,bon marché,facile,0,,
Ecrasé de pomme de terre et patate douce,5,7,"pomme de terre moyennes,patate douce,cube de bouillon fines herbes (ou en rapport de votre viande),sel - poivre,ail,échalote,persil plat,muscade,parmesan,lait de coco,crème fraîche entière...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1092&page=92,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_ecrase-de-pomme-de-terre-et-patate-douce_313572.aspx,bon marché,facile,100,d,c
Gratin de pommes de terre et bœuf tomaté,4.5,2,"pomme de terre,boeuf frais,farine,beurre,lait,gruyère râpé,tomate ou tomate pelée,oeuf,poivre,sel,muscade,persil,herbes de Provence.Faire cuire les pommes de terre à l'eau, après cuisson les...",90,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1092&page=92,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-pommes-de-terre-et-boeuf-tomate_313081.aspx,bon marché,facile,549,b,c
"Salade de pommes de terre, avocats et noix",5,1,"pomme de terre,échalote,lardons allumettes fumés ou natures,noix,avocat,vinaigre balsamique,huile d'olive,sel,poivre.Laver et cuire les 6 pommes de terre dans une casserole d'eau bouillante (elles...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1092&page=92,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_salade-de-pommes-de-terre-avocats-et-noix_343058.aspx,bon marché,facile,232,b,b
"Gratin de courgettes, pommes de terre, hachis",5,2,"oignon,ail,viande hachée,courgette,pomme de terre,beurre,parmesan,sel / poivre.On fait revenir les oignons avec l'ail et le hachis assaisonné.  Puis on coupe les courgettes et les pommes de terre en...",65,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1092&page=92,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-courgettes-pommes-de-terre-hachis_343073.aspx,bon marché,très facile,425,a,a
Huîtres à la bordelaise par Laurent Mariotte,0,0,"huître du Bassin d’Arcachon taille 2,chair à saucisse,romarin,poivre noir mignonnette,échalote,vinaigre de vin rouge.Préchauffez le BBQ à 200°C.Epluchez et ciselez...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1092&page=92,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_huitres-a-la-bordelaise-par-laurent-mariotte_527920.aspx,Coût moyen,facile,0,,
Gateau de Savoie à la noix de coco,3.3,6,"sucre,oeuf,noix de coco rappée,farine,fécule de pomme de terre.Faire chauffer le four à 180°C (thermostat 6). Séparer les blancs des jaunes.Bien mélanger les jaunes avec le sucre. Ajouter la noix...",65,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1092&page=92,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gateau-de-savoie-a-la-noix-de-coco_11356.aspx,Coût moyen,Niveau moyen,177,d,c
Crumble de nectarines en verrine et émulsion de caramel,4.2,5,"sucre en poudre (100g pour l'émulsion et 40g pour le crumble),beurre (35g pour le crumble et 10g pour l'émulsion),farine,crème entière,nectarine,eau.Pour l'émulsion de caramel :Dans une casserole,...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1092&page=92,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_crumble-de-nectarines-en-verrine-et-emulsion-de-caramel_168660.aspx,bon marché,facile,2900,d,c
Pudding de crêpes aux carrés de chocolat,3.3,4,"crêpe,chocolat noir,oeuf,sucre,lait,crème,extrait de vanille.Préchauffer le four à 160°C (thermostat 5-6).Découper grossièrement les crêpes en morceaux.Fouetter les oeufs avec le sucre puis...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1092&page=92,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_pudding-de-crepes-aux-carres-de-chocolat_345147.aspx,bon marché,facile,3300,d,c
Confiture de fraises aux baies de sichuan,5,2,"fraises,sucre,baie de Sichuan.Laver, équeuter les fraises puis les couper en petits morceaux.Mélanger les fraises avec le sucre.Piller les baies de Sichuan. Les ajouter aux fraises.Laisser macérer une...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1092&page=92,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_confiture-de-fraises-aux-baies-de-sichuan_37304.aspx,bon marché,très facile,289,c,c
Cake aux noix par Laurent Mariotte,3.7,6,"beurre à température ambiante,sucre semoule,miel,cerneau de noix + une poignée,farine,levure chimique,oeuf,sel.Préchauffez le four à 160°C (th. 5-6).Faites torréfier...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1092&page=92,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_cake-aux-noix-par-laurent-mariotte_528832.aspx,bon marché,facile,0,,
Gratin d'epinard accompagné de patates et de poulet,4.8,20,"épinards en branches en conserve,pomme de terre,escalope de poulet,crème liquide,fromage type bleu d'Auvergne ou fourme d'Ambert.Eplucher les pommes de terre, les coupées en rondelles et les mettre à...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1092&page=92,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gratin-d-epinard-accompagne-de-patates-et-de-poulet_51183.aspx,bon marché,très facile,4800,a,b
Purée de pommes de terre à la vanille,4.8,9,"pomme de terre (genre Bintje),vanille,crème liquide,beurre,poivre,sel.Nettoyer et laver les pommes de terre.Les faire cuire à l'eau bouillante salée jusqu'à ce que la lame d'un couteau les perce sans...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1092&page=92,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_puree-de-pommes-de-terre-a-la-vanille_53418.aspx,bon marché,facile,572,c,b
Magret de canard et pommes de terre au chèvre,4.8,30,"Magret de Canard,pomme de terre,fromage de chèvre,crème fraîche,poivre,sel,gruyère râpé.Laver les pommes de terre mais laisser la peau.Emballer chacune d'entre elle dans du papier d'alu et les...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1092&page=92,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_magret-de-canard-et-pommes-de-terre-au-chevre_54416.aspx,Coût moyen,très facile,8100,c,c
Gratin de pomme de terre aux légumes,5,3,"pomme de terre,crème fraîche liquide,légumes types macedoine,fromage râpé ....Faire cuire les pomme de terre 20 minutes dans de l'eau bouillante salée. Préchauffer le gril du four.Dans un plat à...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1092&page=92,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-pomme-de-terre-aux-legumes_62839.aspx,bon marché,très facile,572,b,a
Risotto aux légumes,5,7,"riz pour risotto,bouillon de légumes,champignon,petits pois frais ou surgelés,beurre,vin blanc sec,oignon,parmesan,sel,poivre.Emincer les champignons. Faire chauffer le...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1092&page=92,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_risotto-aux-legumes_372026.aspx,bon marché,facile,1400,,
Rôti de porc sauce fond de veau,5,1,"rôti de porc de 500g,oignon,carotte,pomme de terre,vin blanc,huile,Volailles,beurre,bouquet garni (thym, laurier, persil),fond de veau,poivre,sel.Éplucher les gousses d'ail, les couper en 3. Puis...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1104&page=93,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_roti-de-porc-sauce-fond-de-veau_305600.aspx,bon marché,facile,850,a,c
"Salade de harengs, pommes de terre et radis",1,1,"pomme de terre,hareng fumés,radis,vin blanc sec,huile,vinaigre,persil,poivre,sel.Faites cuire les pommes de terre entières à l'eau bouillante salée ou à la vapeur environ 30 min.Pendant ce temps,...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1104&page=93,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_salade-de-harengs-pommes-de-terre-et-radis_25555.aspx,Coût moyen,facile,142,a,a
Velouté de butternut aux trompettes de la mort,0,0,"butternut,crème liquide,noisettes,trompette de la mort,jus de cuisson,gros sel.Peler et vider la courge butternut et la couper en cubes. Faire cuire la courge à la vapeur.Mixer la butternut avec l'eau...",43,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1104&page=93,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_veloute-de-butternut-aux-trompettes-de-la-mort_350025.aspx,bon marché,facile,36,a,c
Gratin de brocolis et pommes de terre pour les enfants,4.7,3,"brocoli,pomme de terre,saucisse de Strasbourg,Vache qui rit®,crème liquide légère,fromage râpé.Pelez les pommes de terre, puis coupez les en morceaux (pas trop gros).Cuire les pommes de terre à...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1104&page=93,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-brocolis-et-pommes-de-terre-pour-les-enfants_314827.aspx,bon marché,facile,381,c,c
Carottes chermoula par Laurent Mariotte,5,4,"carotte fanes,huile d'olive,cumin en poudre,paprika,ail,persil,jus de citron,gros sel gris,sel,poivre du moulin.Lavez les carottes avec les fanes et gardez en quelques unes....",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1104&page=93,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_carottes-chermoula-par-laurent-mariotte_527822.aspx,bon marché,très facile,0,,
Papillotes de veau au gorgonzola et au jambon de parme,4,1,"veau,échalote,sauge,basilic,jambon de Parme,gorgonzola,crème fraîche,huile d'olive,poivre du moulin,tomate.Hachez finement les échalotes et émiettez le thym. Répartissez-les sur 6 feuilles de...",27,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1104&page=93,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_papillotes-au-gorgonzola-et-au-parme_220185.aspx,bon marché,facile,127,b,e
Purée de patates douces au lait de coco,4.4,11,"patate douce,oignon,lait de coco,sel,cube de bouillon de légumes,curry.Éplucher les patates douces et les couper en morceaux avec 2 oignons puis recouvrir d'eau dans une casserole. Faire bouillir et...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1104&page=93,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_puree-de-patates-douces-au-lait-de-coco_312974.aspx,bon marché,facile,5000,d,d
Brochettes de poulet mariné au lait de coco,4.4,13,"blanc de poulet,lait de coco,jus de citron,sauce soja,cassonade,gingembre,poivre,sel,huile d'olive.Marinade:Mélangez dans un saladier le lait de coco, le jus de citron et la sauce soja.Ajoutez la...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1104&page=93,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_brochettes-de-poulet-marine-au-lait-de-coco_46989.aspx,bon marché,facile,100,d,c
Galette de pommes de terre au micro-ondes,4.2,15,"pomme de terre,oeuf,oignon moyens,huile,lait,poivre et muscade,sel.Epluchez les pommes de terre et les oignons, râpez-les avec la grilles moyenne.Mettez les pommes de terre et les oignons râpés dans...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1104&page=93,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_galette-de-pommes-de-terre-au-micro-ondes_16341.aspx,bon marché,très facile,1600,a,b
