,note,nrate,ingre,time,rooturl,pattern,recipeurl,budget,level,likes,nutriscore,ecoscore
Gratin de ravioles de romans de virge,4.9,8,"raviole de romans aux herbes,crème semi- épaisse,jambon cru,ciboulette à volonté,fromage râpé,poivre et muscade.Disposez une plaque de ravioles dans un plat à gratin. Nappez de crème et de...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=288&page=25,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-ravioles-de-romans-de-virge_47710.aspx,bon marché,très facile,368,d,c
Purée de pommes de terre de Joël Robuchon,5,1,"pomme de terre,lait entier,beurre bien froid,gros sel.Laver soigneusement les pommes de terre.Placer les pommes de terre dans une casserole avec un niveau d'eau légèrement supérieur à celui des...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=300&page=26,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_puree-de-pommes-de-terre-de-joel-robuchon_383839.aspx,bon marché,facile,0,d,b
Gratin de purées de carotte et pomme de terre,4.8,80,"carotte,pomme de terre,oignon,beurre ,oeuf,crème fraîche,gruyère râpé,muscade,poivre,sel.Peler les carottes et les pommes de terre, puis les plonger dans l'eau bouillante salée et les laisser cuire...",90,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=300&page=26,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-purees-de-carotte-et-pomme-de-terre_27529.aspx,Coût moyen,facile,5600,b,a
Filet de colin sous son lit de carottes de ma Maman,4.9,40,"colin ou autre poisson blanc,carotte,poivron vert,échalote,huile d'olive,jus de citron,persillade,poivre,sel.Préchauffer le four à 200°C (thermostat 6-7).Eplucher et couper les carottes en bâtonnets...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=300&page=26,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_filet-de-colin-sous-son-lit-de-carottes-de-ma-maman_50830.aspx,bon marché,facile,1900,a,d
Paella de marisco (paella de fruits de mer),4.4,19,"riz rond,clovisse (avec coquillage, ça donne plus de goût),gambas,moules,calamar,chorizo,congre pour le jus (optionnel),tomates pelées au jus,oignon,ail,safran (ou/et colorant),pimiento del piquillo,fumet...",140,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=300&page=26,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_paella-de-marisco-paella-de-fruits-de-mer_28932.aspx,Coût moyen,Niveau moyen,4700,d,d
Gratin de fruits de mer de mamie zoizo,4.8,11,"fruit de mer (mais c'est meilleur avec des fruits de mer frais, langouste, crabe, crevettes, moules, coquilles St jacques),quenelle de brochets,chanterelle,chapelure,tomate concentrée (selon votre...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=300&page=26,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-fruits-de-mer-de-mamie-zoizo_56148.aspx,Coût moyen,facile,719,c,c
Papillotes de blanc de poulet et de lard fumé,4.5,4,"blanc de poulet,lard fumé,tomate bien mûres,échalote,huile d'olive,poivre,sel.Préchauffez le four à 210°C (thermostat 7).Commencez tout d'abord par couper les blanc de poulet en 2.Enroulez-les de...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=300&page=26,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_papillotes-de-blanc-de-poulet-et-de-lard-fume_68251.aspx,bon marché,facile,460,a,d
Gâteau de pommes de terre au confit de canard,4.7,7,"pomme de terre,confit de canard (viande + graisse),ail,poivre,sel.Epluchez et coupez les pommes de terre en rondelles.Sortez le confit de sa boîte, dégraissez les morceaux et déssosez-les.Retirez...",85,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=300&page=26,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_gateau-de-pommes-de-terre-au-confit-de-canard_21319.aspx,Coût moyen,facile,4600,a,b
Mousse de thon de maman,4.8,6,"thon au naturel en boite,gelée madère,mayonnaise (4 cuillères à soupe environ),fromage blanc (4 cuillères à soupe environ),crème fraîche (4 cuillères à soupe...",15,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=300&page=26,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_mousse-de-thon-de-maman_166560.aspx,bon marché,très facile,378,d,d
Velouté de potiron et de topinambours,5,8,"potiron,topinambour,lait,muscade,poivre,sel.Epluchez et lavez le potiron et les topinambours, et coupez-les en gros morceaux.Faites cuire les morceaux 10 minu à la cocotte minute, avec une pincée de...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=300&page=26,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_veloute-de-potiron-et-de-topinambours_45731.aspx,bon marché,très facile,1200,a,b
Confiture de clémentines de Corse,4,2,"clémentine de Corse,sucre.Prendre les plus petites clémentines, celles qui ont la peau très fine, percer à l'aide d'une aiguille a tricoter des trous de part en part dans toutes les...",120,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=300&page=26,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_confiture-de-clementine-corse_221029.aspx,Coût moyen,Niveau moyen,112,c,b
Beignets de carnaval de Micheline,4.3,67,"farine,maïzena,oeuf,beurre,rhum (facultatif),sucre vanillé,sel fin,levure chimique,huile de tournesol,sucre glace.Mélanger la farine, la maïzena, les sucres, le sel et la levure. Ajouter le beurre...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=300&page=26,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_beignets-de-carnaval-de-micheline_20771.aspx,Coût moyen,très facile,4800,d,c
Magret de canard de la garigue,5,8,"Magret de Canard,miel de garrigue,moutarde,romarin en branche,sel (gros de l'île de Ré),poivre en grains.Poser les magrets dans une poêle chaude, côté graisse afin de les dégraisser.Faire chauffer...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=300&page=26,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_magret-de-canard-de-la-garigue_220510.aspx,Coût moyen,Niveau moyen,375,d,d
Beignets de fleurs de sureau,4,5,"farine,oeuf,lait,sel,sucre,fleur de sureau en grappe.Dans un saladier, mélangez la farine, les oeufs, le sel, le sucre et le lait. Laissez reposer la pâte au moins une demi-heure.Lavez légèrement les...",18,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=312&page=27,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_beignets-de-fleurs-de-sureau_29662.aspx,bon marché,très facile,152,a,b
Velouté de choux de Bruxelles,4.7,3,"chou de bruxelles,oignon,bouillon de volaille (eau + 3 cubes),bouquet garni,crème,sel,poivre.Nettoyez les choux de Bruxelles et retirer les feuilles flétries.Dans un auto-cuiseur, faites fondre les...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=312&page=27,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_veloute-de-choux-de-bruxelles_232485.aspx,bon marché,facile,244,b,d
Compote de pommes de Juliet,0,0,"pomme Gala ou Pink Lady (bien sucrées),café de cannelle en poudre,édulcorant naturel (ou sucre).Éplucher, et couper en morceaux les 4 pommes.Les faire cuire dans une casserole avec 1 verre d'eau, 20...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=312&page=27,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_compote-de-pommes-de-juliet_222505.aspx,bon marché,très facile,38,a,b
Beignets de bananes et de pommes,0,0,"levure de boulanger,lait,farine,sel,oeuf entier,blanc d'oeuf en neige,sucre,banane,pomme,huile de friture.Dans un saladier de taille moyenne, diluer la levure avec le lait.Dans un grand saladier,...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=312&page=27,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_des-beignets-de-bananes-de-pommes_217387.aspx,bon marché,facile,117,b,c
Beignets de fleurs de courgette,4.6,20,"Fleurs de courgette,farine,oeuf entiers,levure de boulanger (ou 1/2 cube),eau tiède,huile d'olive,poivre,sel,huile de friture.Mélanger votre levure dans les 15 cl d'eau tiede, jusqu'à...",19,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=312&page=27,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_beignets-de-fleurs-de-courgette_29908.aspx,Coût moyen,facile,2300,b,c
Gâteau de pommes de terre,4.5,14,"pomme de terre,mozzarella,jambon cuit,parmesan,oeuf,beurre,chapelure,muscade,sel,poivre.Préchauffer le four à 180°C (thermostat 6). Couper la mozzarella en cubes et la laisser s'égoutter dans une...",65,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=312&page=27,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_gateau-de-pommes-de-terre_344051.aspx,bon marché,très facile,5500,b,b
Confiture de fraises de Danièle,4.8,12,"fraises,citron,sucre cristallisé.Rincer les fraisesEqueuter et couper les plus grosses.Mettre dans faitout, ou marmitte avec le jus du citron et le sucre.Maintenir l'ébullition 20 min ; mettre en pots...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=312&page=27,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_confiture-de-fraises-de-daniele_169117.aspx,Coût moyen,très facile,950,c,c
Conserve de chutney de figues ,4.9,34,"figue bien mûres,oignon,sucre en poudre,vinaigre blanc à l'estragon,muscade,gingembre,sel,poivre blanc.Dans une bassine à confiture en cuivre faire cuire les oignons jusqu'à ce qu'ils soient...",150,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=312&page=27,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_conserve-de-chutney-de-figues_24296.aspx,Coût moyen,facile,2100,c,b
Salade de tomates et de Mozzarella,4.9,11,"tomate rouges,mozzarella,basilic,pignons de pins ou brisures de noix,huile d'olive,vinaigre balsamique,poivre,sel,moutarde,sel de Guérande.Découper la mozzarella en tranches de 2 à 3 mm d'épaisseur....",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=312&page=27,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_salade-de-tomates-et-de-mozzarella_28781.aspx,bon marché,facile,2500,c,b
Velouté de fanes de carottes,4.6,37,"carotte nouvelles,oignon,carotte nouvelles,pomme de terre nouvelles,cube de bouillon de légumes biologiques,crème fraîche,jaune d'oeuf,eau bouillante.Faire revenir les fanes de carottes hachées dans...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=312&page=27,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_veloute-de-fanes-de-carottes_91075.aspx,bon marché,très facile,1400,c,b
Velouté de fanes de radis,4.7,26,"radis,huile de pépin de raisin (de préférence),oignon moyen,bouillon de volaille (ou un cube),pomme de terre moyennes,poivre,sel,crème fraîche.Emincer un oignon et le faire revenir dans une...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=312&page=27,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_veloute-de-fanes-de-radis_23720.aspx,bon marché,très facile,2700,b,c
Velouté de panais et de courgettes,4.7,38,"panais ou 2 petits,courgette,pomme de terre,oignon,lait ou crème fraîche.Gratter le panais, et le couper en morceaux.Peler les pommes de terre, la courgette, et l'oignon. Les découper en...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=312&page=27,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_veloute-de-panais-et-de-courgettes_42849.aspx,bon marché,très facile,2400,a,a
Sirop de Cassis de Bourgogne,4.9,9,"cassis,sucre,vin de Bourgogne rouge.Juillet, récolte des cassis, voici pour les chaleurs de l'été une recette familiale de ce délicieux ""Sirop de Cassis de Bourgogne"". Mettre dans une terrine les...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=324&page=28,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_sirop-de-cassis-de-bourgogne_17662.aspx,bon marché,très facile,602,c,b
Gelée de groseille et de cassis,4,5,"groseille rouges,cassis,cassis,eau,sucre en morceaux.Laver les fruits et les feuilles. Les déposer dans une bassine avec l'eau. Réchauffer doucement en réduisant les fruits en purée.Verser dans une...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=324&page=28,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_gelee-de-groseille-et-de-cassis_23693.aspx,Coût moyen,facile,268,c,b
Galettes de pommes de terre,4.4,120,"pomme de terre,farine,oeuf,oignon,ciboulette,huile.Epluchez et lavez les pommes de terre. Râpez-les très finement avec les oignons. Enlevez l'eau en pressant dans les mains.Mettez-les dans une terrine....",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=324&page=28,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_galettes-de-pommes-de-terre_12315.aspx,bon marché,facile,2200,a,a
Pâtes de fruits de coings,4.3,16,"coing,sucre,vanille ou 1 citron.Très simple : faites cuire les fruits en morceaux, non épluchés, dans de l'eau les couvrant juste, ajoutez la moitié de leur poids en sucre (vous pouvez mettre citron...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=324&page=28,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_pates-de-fruits-de-coings_11472.aspx,bon marché,facile,704,a,b
Confiture de potiron et de pommes,4.7,63,"potiron,pomme,sucre à confiture,vanille.Couper le potiron en morceaux après l'avoir épluché et mettre à cuire à l'eau bouillante environ 15 mn.Cuire également les pommes épluchées et coupées en...",90,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=324&page=28,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_confiture-de-potiron-et-de-pommes_15286.aspx,bon marché,facile,1600,d,b
croquettes de pommes de terre,4.6,13,"pomme de terre,beurre,farine,blanc d'oeuf,jaune d'oeuf,huile,chapelure,poivre,sel,muscade.Faire la purée à l'eau. Y ajouter 4 jaunes d'oeufs, assaisonner de sel, poivre, muscade. Quand elle est froide...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=324&page=28,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_croquettes-de-pommes-de-terre_21670.aspx,bon marché,très facile,1900,b,a
Galettes de pomme de terre,4,176,"pomme de terre,oignon,oeuf,farine,poivre,sel,huile.Éplucher les pommes de terre et l'oignon et les râper finement. Il faut retirer l'excédent d'eau. Ajouter la farine, l’œuf, un peu de sel et de...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=324&page=28,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_galettes-de-pomme-de-terre_14072.aspx,bon marché,facile,1500,b,a
Pâté de pommes de terre,4.5,8,"pomme de terre,chair à saucisse,crème fraîche,pâte feuilletée,ail,persil,poivre,sel,pomme de terre,chair à saucisse,crème fraîche,pâte feuilletée,ail,persil,poivre,sel.Eplucher les pommes de...",105,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=324&page=28,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_pate-de-pommes-de-terre_10847.aspx,Coût moyen,Niveau moyen,388,c,b
crépée de pomme de terre,5,3,"pomme de terre,oeuf (selon la grosseur),oignon bien frais (durs),persil,poivre,sel,muscade.Eplucher les pommes de terre et les râper finement, ainsi que les oignons. Mélanger en ajoutant les oeufs, le...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=324&page=28,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_crepee-de-pomme-de-terre_22676.aspx,bon marché,très facile,658,a,a
Boulettes de pomme de terre,3.9,7,"pomme de terre,oignon,jambon de Paris,champignon de Paris,ail,oeuf,persil,poivre,sel.Eplucher les pommes de terre, les faire cuire environ 40 minutes à l'eau. Ne pas attendre que l'eau soit en...",85,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=324&page=28,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-de-pomme-de-terre_35909.aspx,bon marché,très facile,687,b,b
feuilleté de foies de volaille,5,1,"foie de volaille,pâte feuilletée,oeuf,échalote,beurre,cognac,persil,sel,poivre.Peler et hâcher l'échalote. Faire dorer légèrement dans un peu de beurre dans une poêle. Retirer de la poêle. A la...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=324&page=28,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_feuillete-de-foies-de-volaille_41453.aspx,bon marché,très facile,110,d,c
Parmentier de confit de canard,4.8,317,"cuisse de canard confites,oignon,échalote,pomme de terre (bintje),crème fraîche,lait,eau,muscade,sel,poivre.Lavez et épluchez les pommes de terre, et mettez-les à cuire dans un grand volume d'eau...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=324&page=28,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_parmentier-de-confit-de-canard_17048.aspx,Coût moyen,très facile,3900,a,b
Vin de coings de Mireille,4.6,14,"coing,vin blanc,eau de vie (ou alcool pour fruits),sucre.Frottez les coings pour leur enlever le duvet. Sans les peler et sans enlever le cœur, coupez les coings en morceaux.Laissez macérer tous les...",10,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=336&page=29,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_vin-de-coings-de-mireille_70493.aspx,Coût moyen,très facile,453,c,b
Blanquette de veau de ma mamie,4.9,8,"épaule de veau ou de tendron de veau coupé en morceaux,carotte moyennes,poireau,oignon,ail,échalote,champignon de Paris,bouquet garni (2 feuilles de laurier /thym /cerfeuil),sel / poivre,clou de...",120,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=336&page=29,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_blanquette-de-veau-de-ma-mamie_167306.aspx,bon marché,facile,3100,a,c
Croustilles de cuisses de grenouilles,4.7,11,"pâte à brick,cuisse de grenouille,échalote hachées,ail hachées,farine,vin blanc,crème,Fines herbes (persil, ciboulette, cerfeuil),beurre,bouillon,citron (pour son jus).Dans une sauteuse assez large...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=336&page=29,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_croustilles-de-cuisses-de-grenouilles_14047.aspx,Coût moyen,facile,258,d,d
Confiture de bourgeons de sapin,4,2,"sucre (pour 1 litre de jus),citron (pour 1 litre de jus).Mettre dans une casserole les bourgeons de sapin, les couvrir d'esu et cuire à petit feu environ 20 minutes.Passer le jus dans une passoire,...",90,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=336&page=29,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_confiture-de-bourgeons-de-sapin_17073.aspx,bon marché,facile,179,d,b
Rillettes de la mer légères au skyr,0,0,"saumon frais,skyr bio Les 2 Vaches®,saumon fumé,thon au naturel,ciboulette,citron,paprika,sel,poivre.Dans une poêle, sans ajout de matière grasse, faire cuire le saumon...",88,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=336&page=29,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_rillettes-de-la-mer-legeres-au-skyr_391664.aspx,bon marché,facile,0,,
Sauté de veau de Lisbonne,4.9,271,"sauté de veau,chorizo (15 cm environ) coupé en fines rondelles,pomme de terre coupées en gros morceaux,olives noires,concentré de tomates,porto + 1 verre d'eau,oignon,ail,thym,poivre,sel.Couper la...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=336&page=29,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_saute-de-veau-de-lisbonne_28556.aspx,Coût moyen,facile,1600,a,c
Gratin de cardons de Mémé,4.7,23,"cardon (en bocaux ou sous vide),farine,crème liquide,lait,fromage râpé.Préchauffer le four à 180°C (thermostat 6).Egoutter les cardons sans les rincer (pour des cardons en bocaux !).Les déposer...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=336&page=29,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-cardons-de-meme_87601.aspx,bon marché,très facile,1300,c,b
Travers de porc de nonobabar,5,1,"travers de porc ou ribs,citron non traités,ail,huile d'olive,graines de coriandre,paprika doux,piment d’Espelette (selon votre goût),poivre,sel,travers de porc ou ribs,citron non traités,ail,huile...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=336&page=29,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_travers-de-porc-de-nonobabar_325089.aspx,bon marché,facile,69,d,e
Soupe de champignons de Paris,4.8,64,"champignon de Paris,citron,échalote,beurre,farine,bouillon de volaille,crème fraîche,ciboulette et de cerfeuil hachés,poivre.Coupez la base sableuse du pied des champignons, lavez et épongez-les....",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=336&page=29,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_soupe-de-champignons-de-paris_83861.aspx,bon marché,facile,3800,c,d
Jardinière de légumes de printemps ,4.3,6,"petit pois,pomme de terre,haricot vert,beurre,laitue,carotte,navet,eau,persil haché,crème fraîche,poivre,sel.Faire revenir le beurre dans une sauteuse et y ajouter les petits pois, les haricots verts,...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=336&page=29,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_jardiniere-de-legumes-de-printemps_25482.aspx,bon marché,très facile,843,a,a
Mousse de noix de coco,3.8,9,"oeuf,lait de coco (en vente ds les magasins spécialisés),lait,gélatine,crème fleurette.Mettre la gélatines dans de l'eau froide.Préparer une crème anglaise avec le lait et les 4 jaunes...",80,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=336&page=29,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_mousse-de-noix-de-coco_13078.aspx,bon marché,facile,461,c,b
Liqueur de bourgeons de sapin,4,2,"eau de vie,sucre.Bien secouer les bourgeons pour éliminer éventuellement de petits insectes. Mettre dans un grand saladier.Verser dessus l'eau-de-vie et laisser macérer 12 heures. Passer le...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=336&page=29,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_liqueur-de-bourgeons-de-sapin_30247.aspx,Coût moyen,facile,174,c,a
Gelée de pétales de roses,4.5,6,"rose,eau,sucre avec gélifiant (voir quantité plus bas).Laver les pétales de roses et les égoutter.Faire chauffer l'eau dans une marmite jusqu'à frémissement, puis y jeter les pétales de...",67,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=336&page=29,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_gelee-de-petales-de-roses_29840.aspx,bon marché,très facile,293,a,a
Lait de poule de mon enfance,4,4,"lait,jaune d'oeuf,miel,cannelle moulue,eau de fleur d'oranger.Faire chauffer le lait dans une petite casserole, sans le faire bouillir, pour éviter qu'il ne soit trop chaud et ne cuise l'oeuf...",10,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=348&page=30,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_lait-de-poule-de-mon-enfance_43886.aspx,bon marché,très facile,2200,b,b
Terrine de porc et de poulet,4.7,3,"chair à saucisse non préparée,escalope de poulet,poitrine fumée,cognac,poivre,sel,échalote,oeuf,chapelure,laurier ou herbes de provence.Préchauffer le four à 180°C (thermostat 6).Préparer la...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=348&page=30,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_terrine-de-porc-et-de-poulet_66083.aspx,bon marché,très facile,202,b,d
Brochette de boulettes de poulet,3.5,2,"poulet,sucre,sauce soja,oeuf,chapelure,miel,sauce soja.Préchauffer le four à 200°C (thermostat 6-7).Dans un saladier, mélanger le poulet, le sucre, la sauce soja, les oeufs et la chapelure. Bien...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=348&page=30,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_brochette-de-boulettes-de-poulet_345321.aspx,bon marché,très facile,149,d,c
Gratin de pâtes de Fabien,4.4,8,"coquillettes,jambon blanc,gruyère râpé (environ 300 g),biscotte ou du pain très dur,lait,crème fraîche,sel,beurre.Faire cuire les coquillettes dans de l'eau bouillante, que vous aurez salée à...",65,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=348&page=30,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-pates-de-fabien_71598.aspx,bon marché,très facile,621,d,c
Donuts au beurre de cacahuètes SKIPPY®️,0,0,"farine,beurre de cacahuètes SKIPPY®,beurre fondu,levure de boulanger fraîche,oeuf,lait à température ambiante,sucre en poudre,sel,huile à friture,copeaux de chocolat,huile...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=348&page=30,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_donuts-au-beurre-de-cacahuetes-skippy_391574.aspx,bon marché,facile,0,,
baguette de lendemain de raclette,5,2,"baguette,raclette,charcuterie,ciboulette ciselé.Faire des entailles régulières tous les 10cm dans la baguette.Ajouter dans ces entailles une demi-tranche de raclette puis une tranche de...",15,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=348&page=30,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_baguette-de-lendemain-de-raclette_391734.aspx,bon marché,très facile,0,d,c
Paté de foie de volaille,4.7,15,"foie de volailles,beurre mou,vin blanc sec,poivre,sel,thym,laurier,coriandre ... (assaisonnement au choix et à volonté).Cuire les foies couverts de blanc et assaisonnés (thym...) en laissant mijoter...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=348&page=30,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_pate-de-foie-de-volaille_22974.aspx,bon marché,très facile,1500,d,c
Râpé de pommes de terre,3.7,6,"pomme de terre,oeuf,poireau,oignon,lard cru en lanières,poivre,sel.Râper les pommes de terre crues. Faire revenir légèrement l'oignon émincé. Mélanger le râpé de pomme de terre, le poireau...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=348&page=30,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_rape-de-pommes-de-terre_45122.aspx,bon marché,très facile,211,b,a
Crème de betterave et de feta,4,1,"betterave cuites moyennes,fromage blanc,feta,sel,cumin,pomme de terre (facultatif).Mixer ensemble les betteraves coupées en morceaux et le fromage blanc.Ajouter la feta coupée en morceaux, mixer de...",10,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=348&page=30,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_creme-de-betteraves-et-de-feta_228638.aspx,bon marché,très facile,278,a,a
Rillettes de sardines de Mumubiquette,0,0,"sardine à l'huile d'olives,fromage blanc égoutté,échalote coupée très finement,jus de citron,sel,poivre.Placer la pâte à tarte dans le moule à tarte.Egoutter les sardines et les émietter en...",5,https://www.marmiton.org/recettes/recherche.aspx?aqt=Entrées-de-Noël&start=348&page=30,Entrées-de-Noël,https://www.marmiton.org/recettes/recette_rillettes-de-sardines-de-mumubiquette_348199.aspx,bon marché,très facile,19,d,c
